concept1,concept2
taking_phone_call,taking_message
taking_phone_call,talking
taking_phone_call,talking_to
taking_phone_call,talking_to_friends
taking_phone_call,talking_to_have_to
taking_phone_call,talking_to_want_to
taking_shower,becoming_clean
taking_shower,being_clean_and_fresh
taking_shower,cleaning_one_self
taking_shower,cleaning_yourself
taking_shower,cleaning_yourself_up
taking_shower,conserving_water_use_in_bathing
taking_shower,cooling_off_on_hot_day
taking_shower,ensuring_proper_hygiene
taking_shower,feeling_clean
taking_shower,getting_warm_on_cold_day
taking_shower,getting_wet
taking_shower,having_sex_in_shower
taking_shower,health
taking_shower,hygiene
taking_shower,personal_hygiene
taking_shower,relaxation
taking_shower,relaxing
taking_shower,removing_dirt_from_body
taking_shower,removing_stink
taking_shower,smelling_clean
taking_shower,staying_clean_and_healthy
taking_shower,testing_out_pipes
taking_shower,washing
taking_shower,washing_body
taking_shower,washing_feet
taking_shower,washing_hair
taking_shower,washing_off_sweat_and_dirt
taking_shower,washing_ones_body
taking_shower,washing_ones_hair
taking_shower,washing_toes
taking_stand,answering_questions_from_lawyers
taking_stand,bearing_witness
taking_stand,being_cross_examined
taking_stand,brave
taking_stand,court
taking_stand,getting_elected
taking_stand,getting_what_want
taking_stand,giving_evidence
taking_stand,giving_information
taking_stand,giving_testimony_in_trial
taking_stand,making_speech
taking_stand,providing_testimony
taking_stand,revealing_truth
taking_stand,speaking
taking_stand,telling_side_of_story
taking_stand,telling_truth
taking_stand,testamony
taking_stand,testifying_in_trial
taking_stand,witnesses_at_trials
taking_stand,witnessing_in_trial
taking_vitamins,staying_healthy
taking_walk,being_outside
taking_walk,commuting
taking_walk,cooling_off
taking_walk,enjoying_nature
taking_walk,enjoying_nice_day
taking_walk,enjoying_scenery
taking_walk,enjoyment
taking_walk,exercising_legs
taking_walk,getting_away_from_work
taking_walk,getting_freash_air
taking_walk,getting_fresh_air
taking_walk,getting_from_one_place_to_another
taking_walk,getting_out_of_house
taking_walk,going_place
taking_walk,good_cardio_vascular_health
taking_walk,health
taking_walk,holding_hands
taking_walk,moving
taking_walk,passing_time
taking_walk,protecting_carpets_from_dog
taking_walk,relaxation
taking_walk,relaxing
taking_walk,spending_time_with_else
taking_walk,staying_in_shape
taking_walk,thinking
taking_walk,transportation
taking_walk,travelling
talking,communicating_thoughts
talking,communicating_with_another_individual
talking,communicating_with_boss
talking,communicating_with_family
talking,communicating_with_friends
talking,communicating_with_stanger
talking,communication
talking,communication_between_people
talking,conveying_information_to_within_earshot
talking,conveying_meaning_verbally
talking,diverting_attention_from_else
talking,expressing_and_communicating_thoughts_and_ideas
talking,expressing_yourself_verbally
talking,getting_directions
talking,getting_information
talking,getting_point_across
talking,gossip
talking,instructing_others
talking,keeping_vocal_chords_in_shape
talking,know_other_people
talking,making_friends
talking,making_point
talking,responding_to_others
talking,share_knowledge
talking,sharing_information
talking,speech
talking,surviving
talking,working
talking_to,asking_questions
talking_to,business
talking_to,catching_up_on_gossip
talking_to,collecting_evidence
talking_to,communicating_ideas
talking_to,communication
talking_to,communication_and_empathic_listening
talking_to,conversation
talking_to,conveying_information
talking_to,determining_cause_of_event
talking_to,enjoying_friendship
talking_to,everyone
talking_to,exchanging_information_with
talking_to,explaining_to
talking_to,expressing_fellings
talking_to,fun
talking_to,gathering_evidence
talking_to,getting_attention
talking_to,getting_information
talking_to,giving_information
talking_to,health
talking_to,learning_about_person's_history
talking_to,learning_what_preferences
talking_to,making_feel_welcome
talking_to,making_new_friend
talking_to,making_sound
talking_to,persuading
talking_to,relating_information
talking_to,seeking_answers_to_questions
talking_to,sharing_knowledge
talking_to,socializing
talking_to,teaching
talking_to,understaning_point_of_view
talking_with_far_away,building_up_more_multicultural_attitude
talking_with_far_away,catching_up
talking_with_far_away,communicating
talking_with_far_away,communication
talking_with_far_away,discussing_information
talking_with_far_away,exchanging_information
talking_with_far_away,family_emergencies
talking_with_far_away,friendship
talking_with_far_away,good_time
talking_with_far_away,good_to_keep_in_touch
talking_with_far_away,keeping_in_touch
talking_with_far_away,keeping_up_to_date_on_information
talking_with_far_away,keeping_up_with_friends
talking_with_far_away,maintaining_relationship
talking_with_far_away,pleasure_of_connecting
talking_with_far_away,possible_with_phones
talking_with_far_away,relaying_information
talking_with_far_away,remaining_in_contact
talking_with_far_away,saying_love
talking_with_far_away,socializing
talking_with_far_away,solving_problems
talking_with_far_away,spending_time
talking_with_far_away,staying_in_contact_with_person
talking_with_far_away,surprising_miss
tambourine,make_music
tank,contain_liquid
tank,kill_people_and_destroy_things
tank,shooting_things
tanning_lotion,alleviating_insecurities_about_pale_skin
tanning_lotion,darken_skin
tanning_lotion,darkening_skin
tanning_lotion,evening_skin_tone
tanning_lotion,getting_suntan
tanning_lotion,getting_tan
tanning_lotion,helping_to_get_better_tan
tanning_lotion,looking_good
tanning_lotion,making_yourseld_look_tanned
tanning_lotion,masking_pale_skin
tanning_lotion,not_getting_sun_burn
tanning_lotion,prevent_skin_cancer
tanning_lotion,prevent_sunburn
tanning_lotion,preventing_skin_cancer
tanning_lotion,preventing_sunburn
tanning_lotion,promoting_bronze_hue
tanning_lotion,protecting_skin
tanning_lotion,protection
tanning_lotion,protection_from_harmful_uv_rays
tanning_lotion,protection_from_ultraviolet_light
tanning_lotion,put_on_body
tanning_lotion,rubbing
tanning_lotion,tan_skins
tap,beer
tap,fill_bath_with_water
tap,fill_glass_with_water
tap,gentle_movement
tap,get_beer_from_keg
tap,get_water
tap,getting_attention
tap,getting_beer_out_of_keg
tap,listening_to_telephone_conversations
tap,pouring_beer_from_bar
tap,providing_running_water
tap,signalling
tap,slight_movement
tap,water
tape,stick_things_together
tape,tape
tape_dispenser,bathroom_wall
tape_dispenser,convenience
tape_dispenser,dispensing_scotch_tape
tape_dispenser,dispensing_tape
tape_dispenser,ease_of_handling_tape
tape_dispenser,hold_roll_of_tape
tape_dispenser,holding_roll_of_tape
tape_dispenser,holding_tape
tape_dispenser,home_use
tape_dispenser,keeping_tape_handy
tape_dispenser,making_tape_easier_to_use
tape_dispenser,office_or_schoolroom_environment
tape_dispenser,store_adhesive_tape
tape_dispenser,storing_and_cutting_tape
tape_dispenser,storing_tape
tape_dispenser,unrolling_tape
tape_dispenser,using_tape_without_tangling
tape_machine_room,hold_tapes
tape_machine_room,operating_tape_machines
tape_machine_room,recording_depositions
tape_machine_room,recording_hearings
tape_machine_room,recording_music
tape_machine_room,recording_testimony
tape_machine_room,recording_voices
tape_machine_room,storing_and_operation_tape_machines
tape_measure,measuring_distance
tape_player,listen_to_tapes
tapes,record_sound
tapestry,art
tapestry,covering_up
tapestry,decor
tapestry,decorate
tapestry,decorate_room
tapestry,decorate_wall
tapestry,decorative_purposes
tapestry,displaying_history
tapestry,hanging_ont_wall
tapestry,keeping_out_drafts_and_wall_decorations
tapestry,keeping_walls_warm
tapestry,looking_at
tapestry,reducing_drafts_in_castles
tapestry,wall_hamging
tapestry,wall_hanging
taping_television_show,people_at_home
taping_television_show,saving
taping_television_show,testing_video_recorder
taping_television_show,viewing_at_later_date
taping_television_show,viewing_later
taping_television_show,watching_again
taping_television_show,watching_another_time
taping_television_show,watching_at_later_time
taping_television_show,watching_television_show
tapping_toes,keeping_rythm
tar,seal_roofs
tarot_cards,telling_future
tartar_control,add_as_ingredient_to_toothpaste
tartar_control,brush_teeth
tartar_control_toothpaste,brush_teeth
tartar_control_toothpaste,brushing_teeth
tartar_control_toothpaste,control_tartar
tartar_control_toothpaste,control_tartar_on_teeth
tartar_control_toothpaste,controlling_tartar
tartar_control_toothpaste,keep_gums_healthy
tartar_control_toothpaste,keep_teeth_clean
tartar_control_toothpaste,keep_teeth_healthy
tartar_control_toothpaste,preventing_cavities
tartar_control_toothpaste,preventing_gum_disease
tartar_control_toothpaste,preventing_tartar_build_up_on_teeth
tartar_control_toothpaste,preventing_tartar_buildup
tartar_control_toothpaste,removing_tartar_from_teeth
tarter_control_toothpaste,clean_teeth
tasting_sweet,after_dinner_with_coffee
tasting_sweet,children_to_enjoy
tasting_sweet,dessert
tasting_sweet,enjoying_candy
tasting_sweet,enjoying_good_food
tasting_sweet,enjoyment
tasting_sweet,getting_pleasure
tasting_sweet,pleasant_experience
tasting_sweet,pleasure
tasting_sweet,reward
tasting_sweet,satisfaction
tasting_sweet,satisfying_craving_for_sweets
tasting_sweet,satisfying_sweet_tooth
taxes,fund_govenment_services
taxi_cabs,go_from_place_to_place
taxi_drivers,traffic
taxiway,airplane
taxiway,driving_airplane
taxiway,entry_to_runway
taxiway,exit_from_runway
taxiway,get_taxi
taxiway,moving_planes_out_to_runways
taxiway,path_across_tarmac
taxiway,planes
taxiway,reach_runway
taxiway,taxi_airplane
taxiway_turn_off,clearing_runway
taxiway_turn_off,exit_runway
taxiway_turn_off,get_ride
taxiway_turn_off,getting_fuel
taxiway_turn_off,getting_off_of_runway
taxiway_turn_off,getting_to_maintainence_area
taxiway_turn_off,getting_to_passanger_terminal
teacher,answers
teaching_other_people,advancement
teaching_other_people,earning_money
teaching_other_people,educating
teaching_other_people,education
teaching_other_people,enlightenment
teaching_other_people,feeling_good_about_work
teaching_other_people,feeling_good_about_yourself
teaching_other_people,feeling_superior_to_being_taught
teaching_other_people,getting_practice_as_teacher
teaching_other_people,getting_social_contacts
teaching_other_people,giving_advice
teaching_other_people,giving_information
teaching_other_people,helping_learn
teaching_other_people,helping_others
teaching_other_people,helping_others_learn
teaching_other_people,helping_to_smarter
teaching_other_people,improving_life
teaching_other_people,instruction
teaching_other_people,knowledge
teaching_other_people,knowlegable_people
teaching_other_people,learning
teaching_other_people,learning_at_same_time
teaching_other_people,making_money
teaching_other_people,making_world_better_place
teaching_other_people,mentoring
teaching_other_people,money
teaching_other_people,passing_on_experience
teaching_other_people,passing_on_important_knowledge
teaching_other_people,passing_on_knowledge
teaching_other_people,phrophets
teaching_other_people,prestige
teaching_other_people,providing_capitalism_with_useful_human_material
teaching_other_people,providing_with_knowledge
teaching_other_people,raising_standard_of_living
teaching_other_people,relating_to_individually
teaching_other_people,satisfaction_with_doing_great_job
teaching_other_people,self_fulfillment
teaching_other_people,shared_experience
teaching_other_people,sharing
teaching_other_people,sharing_knowledge
teaching_other_people,socializing
teaching_other_people,solving_problems
teaching_other_people,spreading_knowledge
teaching_other_people,teachers
teaching_other_people,working_as_teacher
teakettle,boil_water_to_make_tea
teakettle,boiling_pot_of_water
teakettle,boiling_tea
teakettle,boiling_water
teakettle,boiling_water_for_cooking_purposes
teakettle,boiling_water_to_make_coffee
teakettle,boiling_water_to_make_hot_cocoa
teakettle,boiling_water_to_make_instant_soup
teakettle,boiling_water_to_make_tea
teakettle,heating_water
teakettle,holding_water_over_flame
teakettle,make_tea
teakettle,making_shrill_squeaking_noises
teakettle,making_tea
teakettle,preparing_tea
teakettle,preparing_water_to_steep_tea
teakettle,producing_steam
teakettle,whistling
tear_off_calendar,convenience
tear_off_calendar,coordinating_with_others
tear_off_calendar,count_down_days
tear_off_calendar,daily_reference
tear_off_calendar,giving_as_gift
tear_off_calendar,jotting_notes
tear_off_calendar,keep_track_of_date
tear_off_calendar,keeping_track_of_date
tear_off_calendar,placing_on_desk_at_work
tear_off_calendar,planning
tear_off_calendar,tracking_date
tearoom,being_served_drinks_and_food
tearoom,consuming_nourishment
tearoom,conversation
tearoom,drinking_tea
tearoom,eating_cakes
tearoom,gathering_with_friends
tearoom,gossiping
tearoom,have_brunch
tearoom,having_snack
tearoom,serving_tea_to_customers
tearoom,social_interaction
tearoom,socializing
tearoom,stir_coffee
teaspoon,eating
teaspoon,freebasing_crack
teaspoon,holding_powdered_forms
teaspoon,making_tea
teaspoon,measure_ingredients
teaspoon,measure_sugar
teaspoon,measurement_of_ingredients
teaspoon,measuring
teaspoon,measuring_spices
teaspoon,mix_sugar_in_tea
teaspoon,put_sugar_in_tea
teaspoon,scoop_out_vegetables
teaspoon,scrape_hot_potatoe_skins
teaspoon,snorting_cocaine
teaspoon,stir_coffee
teaspoon,stir_hot_chocolate
teaspoon,stir_tea
teaspoon,stiring
teaspoon,stirring_coffee
teaspoon,stirring_sugar_in_tea
teaspoon,stirring_tea_or_measuring_ingredients
teaspoon,teaspoon_for_stirring_tea
teaspoon,usually_stirring
teddy_bear,cuddling
teddy_bears,please_little_children
teflon,avoid_sticking
telephone,buying_from_catalogs
telephone,call_different_friends_consecutively
telephone,call_friend
telephone,calling_friends
telephone,communicate
telephone,communicating
telephone,communication
telephone,communication_over_long_distances
telephone,dumping_boyfriends_and_girlfriends
telephone,making_call
telephone,making_phone_call
telephone,making_prank_phone_calls
telephone,managing_many_aspects_of_life
telephone,phone_sex
telephone,sending_and_receiving_voice
telephone,summon_help
telephone,talk_to_friend
telephone,talking
telephone,talking_to
telephone,talking_to_far_people
telephone,talking_to_friend
telephone,talking_to_friends
telephone,talking_to_mom
telephone,using_internet
telephone_book,addresses
telephone_book,checking_a'phone_number
telephone_book,contains_phone_numbers
telephone_book,directory
telephone_book,doorstop
telephone_book,find_addresses
telephone_book,finding_emergency_number
telephone_book,finding_number
telephone_book,finding_phone_number
telephone_book,getting_information
telephone_book,locate
telephone_book,look_up_number
telephone_book,look_up_someones_address
telephone_book,look_up_telephone_number
telephone_book,looking_up_business_telephone_number
telephone_book,looking_up_person's_telephone_number
telephone_book,looking_up_someones_address
telephone_book,looking_up_telephone_number
telephone_book,looking_up_telephone_numbers
telephone_book,mark_name
telephone_book,paperweight
telephone_book,step
telephone_book,telephone_numbers
telephone_booth,call
telephone_booth,call_people_or_services
telephone_booth,change_into_superman_costume
telephone_booth,changing_into_superman_costume
telephone_booth,make_phone_call
telephone_booth,making_call
telephone_booth,making_phone_call
telephone_booth,making_phone_calls
telephone_booth,making_telephone_call
telephone_booth,making_telephone_call_in_provacy
telephone_booth,making_telephone_calls
telephone_booth,phonecalls
telephone_booth,protection_from_weather
telephone_booth,speak_in_privacy
telephone_booth,superman_to_change_clothes
telephone_booth,talk_over_phone_in_private
telephone_box,call_mom
telephone_box,make_telephone_calls
telephone_box,wires
telephone_directory,accessing_other_people
telephone_directory,find
telephone_directory,find_people
telephone_directory,finding_address
telephone_directory,finding_florist_near
telephone_directory,finding_friend's_phone_number
telephone_directory,finding_out_phone_number
telephone_directory,finding_people's_telephone_numbers
telephone_directory,finding_persons_or_businesses
telephone_directory,finding_place_to_eat
telephone_directory,locating_products_in_community
telephone_directory,locating_services_in_community
telephone_directory,looking_up_telephone_numbers
telephone_directory,sit_higher_in_seat
telephone_index,keeping_telephone_numbers
telephone_index,learning_buisness_phone_number
telephone_index,learning_person's_phone_number
telephone_index,letting_others_know_telephone_number
telephone_index,look_for_telephone_number
telephone_index,look_up_phone_number
telephone_index,looking_up_names
telephone_index,organizing_telephone_numbers
telephone_index,storing_telphone_numbers
telephone_kiosk,call
telephone_kiosk,call_taxi
telephone_kiosk,communicating
telephone_kiosk,make_call
telephone_kiosk,make_phone_call
telephone_kiosk,making_phone_calls
telephone_kiosk,making_telephone_call
telephone_kiosk,place_call
telephone_kiosk,public_phone_calls
telephone_line,conduct
telephone_line,connect
telephone_pole,suspending_wires
telephone_room,answering_calls
telephone_room,calling_people
telephone_room,make_phone_call
telephone_room,making_private_phone_calls
telephone_room,phone
telephone_room,phoning_people
telephone_room,placing_calls
telephone_room,storing_telephone
telephone_room,storing_telephone_equipment
telephone_room,talk_freely
telephone_room,talking_on_telephone
telephone_room,telemarket
telephone_room,use_telephone
telephone_to,call_daughter
telephones,call_911
telephones,call_people
telephones,communicate
telephones,communication
telephones,have_conversations
telephones,intercommunicate_humans
telephones,real_time_voice_communications_between_two_parties
telescope,stargaze
telescopes,look_at_objects_in_space
telescopes,view_objects_far_away
television,broadcasting_shows_into_homes
television,dull_brain
television,watch_movie
television,watch_news
television,watching
television,watching_show
television_sets,watching_shows_broadcast_from_earth
television_studio,broadcasting
television_studio,filming_television_shows
television_studio,making_programmes
television_studio,making_television_programs
television_studio,produce_television_program
television_studio,produce_television_shows
television_studio,record_television_show
television_studio,recording_television_sitcoms
television_studio,taping_telivision_shows
telling_jokes,making_people_laugh
telling_many_people_about,advertising
telling_many_people_about,avoiding_mass_panic
telling_many_people_about,blabbing
telling_many_people_about,communication
telling_many_people_about,conveying_information
telling_many_people_about,distributing_information
telling_many_people_about,earn_money
telling_many_people_about,evangelists
telling_many_people_about,gossiping
telling_many_people_about,gossips
telling_many_people_about,love_of_talking
telling_many_people_about,making_commitment
telling_many_people_about,newscasters
telling_many_people_about,proselytizing
telling_many_people_about,providing_informatin
telling_many_people_about,safety
telling_many_people_about,security
telling_many_people_about,sharing_information
telling_many_people_about,spreading_bad_news
telling_many_people_about,spreading_good_news
telling_many_people_about,spreading_gossip
telling_many_people_about,spreading_information
telling_many_people_about,spreading_rumors
telling_many_people_about,spreading_word
telling_many_people_about,warning_people_about_real_danger
telling_story,amusing_one's_children_and_grandchildren
telling_story,communicating_with_others
telling_story,creating_false_alibi
telling_story,delivering_moral
telling_story,demonstrating_moral
telling_story,enjoyment
telling_story,entertaing_young_children
telling_story,entertaining
telling_story,entertaining_child
telling_story,entertaining_children
telling_story,entertainment
telling_story,explaining_events_of_day
telling_story,explaining_past_event
telling_story,expressing_about_humanity
telling_story,fairytales
telling_story,frightening
telling_story,fun
telling_story,grandparents
telling_story,illustrating_point
telling_story,keeping_children_occupied
telling_story,keeping_out_of_trouble
telling_story,lulls_tired_children_to_sleep
telling_story,lying
telling_story,making_people_laugh
telling_story,making_people_remember_events
telling_story,making_yourself_sound_important
telling_story,passing_along_educational_or_entertaining_ideas
telling_story,passing_along_information
telling_story,passing_on_famliy_history
telling_story,passing_on_folklore
telling_story,passing_on_one's_family_history
telling_story,relating_information
telling_story,sharing_feelings_and_information
telling_story,spending_time_with_child
telling_story,spreading_knowledge
telling_story,teaching_and_entertaining_people
telling_story,teaching_child
telling_story,teaching_lesson
telling_story,weaving_ideas
temple,beauty
temple,community_activities
temple,earning_money_from_tourists
temple,earning_tourst_money
temple,layout_information_in_document
temple,place_of_worship
temple,pray
temple,prayer
temple,praying
temple,praying_to_god_s
temple,religion
temple,religious_activities
temple,religious_ceremonies
temple,religious_purposes
temple,shouting_out_to_god
temple,togetherness
temple,worship
temple,worship_gods
temple,worshipping
tennis_ball,bounce
tennis_ball,bouncing
tennis_ball,hand_exercises
tennis_ball,hitting
tennis_ball,hitting_with_racket
tennis_ball,hitting_with_tennis_racket
tennis_ball,play
tennis_ball,play_tennis
tennis_ball,play_with_dog
tennis_ball,playing_games
tennis_ball,playing_sport
tennis_ball,playing_tennis
tennis_ball,playing_tennis_with
tennis_ball,recreation
tennis_ball,sports
tennis_ball,throwing_to_dog
tennis_balls,play_tennis
tennis_court,keeping_tennis_balls_near
tennis_court,play_game_of_tennis
tennis_court,put_moves_on_display
tennis_court,snobby_jocks
tennis_game,build_friendships
tennis_game,competition
tennis_game,determining_winner
tennis_game,excitement
tennis_game,exercise
tennis_game,fun
tennis_game,get_in_shape
tennis_game,keeping_fit
tennis_game,recreation
tennis_game,socialising
tennis_game,sport
tennis_game,winning_tennis_match
tenor,add_variety_to_singing_group
tenor,drown_out_conversation
tenor,improve_barbershop_quartet
tenor,sing
tenor,singing
tenori_on,making_music
tension_wrench,picking_lock
tent,camping
tent,sleep_in_while_camping
tents,shelter_at_campsites
terbinafine,treat_fungal_infections
term_paper,class
terrace,barbeque
terrace,decoration
terrace,drinking_lemonade
terrace,erosion_prevention
terrace,farming
terrace,grow_plants
terrace,plant_garden_along_hillside
terrace,stand_on
terrace,standing_on
terrace,walking_on
terrace_railing,decoration
terrace_railing,grow_grape_vines
terrace_railing,hanging_plants_from
terrace_railing,jumping_over
terrace_railing,keeping_people_off_terrace
terrace_railing,lean_against
terrace_railing,lean_over
terrace_railing,providing_boundary
terrace_railing,rail_off_terrace
terrace_railing,security
terraced_house,bringing_up_family
terraced_house,filling_street_with_many_homes
terraced_house,gain_good_view
terraced_house,habitation
terraced_house,live_in
terraced_house,living_in
terraced_house,living_on_hill
terraced_house,shade
terraced_house,show
test,find_out_what_people_know
testing_car,determining_car's_value
testing_car,determining_car's_worth
testing_car,ensuring_proper_automotive_function
testing_car,evaluating_performance
testing_car,examinating_engine
testing_car,finding_car_problems
testing_car,keeping_car_running_smoothly
testing_car,ma
testing_car,making_sure_car_doesn't_explode
testing_car,seeing_how_fast_will_go
testing_car,seeing_if_works
testing_car,using_up_few_hundred_dollars
testing_strength,beating_in_contest
testing_strength,demonstrating_how_strong
testing_strength,determining_how_strong
testing_strength,determining_strength
testing_strength,determining_weaknesses
testing_strength,extending_limits
testing_strength,finding_out_how_strong
testing_strength,having_baseline_for_improvement
testing_strength,having_fun
testing_strength,impressing_others
testing_strength,knowing_current_physical_limits
testing_strength,knowing_how_strong
testing_strength,knowing_limits
testing_strength,medical_testing
testing_strength,physical_therapy
testing_strength,progress_report
testing_strength,proving_how_strong
testing_strength,seeing_how_strong
testing_strength,setting_goals
testing_strength,showing_how_physically_fit
testing_strength,showing_off
testing_strength,winning_prize_at_carnival
text,analyzing
text,body_of_letter
text,convey_thought
text,explaining
text,holding_door_open
text,learning
text,passing_on_information
text,reflection
text,study
text,studying
text,stufying
text,teach_class
text,teach_concept
text,teaching
textbook,learning
textbox,rename_items
textile,carpets
textile,clothing
textile,clothing_and_upholstery
textile,create_clothing
textile,make_clothes
textile,make_clothing
textile,make_drapes
textile,making_cloth
textile,making_clothes
textile,making_clothing
textile,making_suits
textile,making_yarn
textile,showing_designs
tfz,pija_and_merca
thanking,acknowledgement_of_kindness
thanking,being_courteous
thanking,being_kind
thanking,being_polite
thanking,closure
thanking,communication
thanking,courtesy
thanking,doing_unto_others
thanking,ending_conversation
thanking,exchange_of_gift
thanking,expressing_appreciation
thanking,expressing_gratitude
thanking,expressing_thanks
thanking,formality
thanking,good_manners
thanking,gratitude
thanking,politeness
thanking,recognizing_gift_was_given
thanking,relieving_guilt
thanking,respect
thanking,showing_manners
theater,actors
theater,giving_speech
theater,seeing_movies
theater,showing_movies_and_plays
theater,watch_movie
theater,watching
theater,watching_movie_in
theater,watching_play_in
theater_box,allowing_patrons_to_observe_play
theater_box,audience
theater_box,better_viewing_pleasure
theater_box,having_privacy
theater_box,indicating_status_of_theater_goers
theater_box,observing_play_in_relative_privacy
theater_box,rich_patrons_of_theater
theater_box,rich_people
theater_box,sit
theater_box,sit_in_at_theater
theater_box,sitting_there
theater_box,spectators
theater_box,viewing_movie_with_privacy
theater_box,watch_play
theater_box,watching_play
theater_box,watching_play_from
theater_box,watching_theater_production
theater_hall,artistic_performance
theater_hall,ballet
theater_hall,comparative_acoustics
theater_hall,concert
theater_hall,group_gatherings
theater_hall,lecture
theater_hall,lecture_about_subject
theater_hall,listening_to_music
theater_hall,meeting_to_discuss
theater_hall,movie
theater_hall,opera
theater_hall,performing_plays
theater_hall,play
theater_hall,putting_on_shows
theater_hall,rehearsal_for_performance
theater_hall,show_play
theater_hall,showing
theater_hall,sing
theater_hall,watching_musical
theater_hall,watching_play
theater_seat,make_out
theater_seat,sit
theater_seat,sit_on
theater_seat,sitting
theater_seat,sitting_in_to_watch_play
theater_seat,sleep
theater_seat,view_movie
theater_seat,watch_play
theater_ticket,attending_opera
theater_ticket,being_admitted_to_seat
theater_ticket,enter_show
theater_ticket,enter_theatre
theater_ticket,gaining_admission
theater_ticket,getting_into_certain_movie
theater_ticket,getting_into_theater
theater_ticket,going_to_movies
theater_ticket,impress_ladies
theater_ticket,knowing_what_seat_to_sit_in
theater_ticket,reserving_seath_in_theater
theater_ticket,see_movie
theater_ticket,verifying_deserve_seat
theater_ticket,watching_show
theater_wing,adding_capacity
theater_wing,audience
theater_wing,seat_people
theater_wing,seating_members_of_theatre's_audience
theater_wing,storing_props_in
theatre,attending_concert
theatre,audiences
theatre,buying_popcorn_in
theatre,church_services
theatre,conferences
theatre,demonstration
theatre,events
theatre,find_entertainment
theatre,get_thrills
theatre,going_to_with_friends
theatre,have_war
theatre,having_fun_at
theatre,hold_raffle
theatre,make_out
theatre,movies
theatre,performances
theatre,plays
theatre,presenting_plays
theatre,promote_coming_attractions
theatre,see_opera
theatre,sell_candy
theatre,sell_popcorn
theatre,sell_soda_pop
theatre,show_cartoon
theatre,showing_movies
theatre,smooch_in_dark
theatre,staging_plays
theatre,take_date
theatre,use_public_restrooms
theatre,viewing_theater_or_moives
theatre,war
theatre,watch_play
theatre,watching_film_previews_in
theatre,watching_films_in
theatre_ticket,gain_entrance_to_movie
therapist,heal
thermometer,determining_air_temperature
thermometer,measuring_temperature
thermos,keep_liquids_hot_or_cold
thermos,preserve_temperature_of_drinks
thermostat,set_temperature
thinking,adapting
thinking,ai
thinking,analysing_situations
thinking,animals
thinking,articulating
thinking,avoiding_action
thinking,avoiding_decisions
thinking,being
thinking,being_sentient
thinking,coming_to_conclusion
thinking,coming_to_conclusions
thinking,coming_up_with_new_ideas
thinking,compacting_sense_inputs
thinking,connecting_dots
thinking,connecting_ideas
thinking,considering_options
thinking,controlling_actions
thinking,creativity
thinking,dealing_with_reality
thinking,deciding
thinking,deciding_things
thinking,deducing
thinking,deducing_things
thinking,deliberating
thinking,developing_ideas
thinking,developing_solution
thinking,discovering_things
thinking,discovering_truth
thinking,dogs
thinking,doing_puzzles
thinking,entertainment
thinking,everyone
thinking,figuring_things_out
thinking,finding_answer
thinking,finding_meaning
thinking,finding_solutions
thinking,forming_new_ideas
thinking,fun
thinking,getting_ideas
thinking,getting_picture
thinking,geussing
thinking,going_over_things.l
thinking,imaginging
thinking,learning
thinking,learning_lessons
thinking,making_good_move
thinking,making_plans
thinking,obtaining_answers
thinking,organizing
thinking,people
thinking,pondering
thinking,praying
thinking,predicting
thinking,problem_solving
thinking,processing_data
thinking,processing_information
thinking,projects
thinking,putting_things_in_perspective
thinking,putting_two_and_two_together
thinking,puzzling_out
thinking,reaching_conclusions
thinking,reaching_goals
thinking,reaching_logical_conclusions
thinking,reason
thinking,reasoning
thinking,reducing_dissonance
thinking,remembering_past
thinking,resolving
thinking,responding_to_change
thinking,responding_to_events
thinking,robots
thinking,seeing_future
thinking,seeking_alternatives
thinking,sentient_beings_animals_people
thinking,setting_goals
thinking,solve_problems
thinking,solving
thinking,solving_problem
thinking,solving_problems
thinking,solving_things
thinking,sorting
thinking,survival
thinking,synchronizing
thinking,synthesizing
thinking,understanding
thinking,understanding_problem
thinking,wondering
thoroughfare,move_about
thoroughfare,move_around
thoroughfare,passing_through_estate
thoroughfare,traffic
thoroughfare,transportation
thoroughfare,travel
thoroughfare,traveling_automobiles
thoroughfare,walking_or_driving_on
thread,sew_with
thread,sewing
threads,make_cloth
thruway,cars_to_traverse_thru
thruway,driving
thruway,getting_from_one_place_to_another
thruway,travel
thumb_tack,alternative_to_staples
thumb_tack,attach_things_to_wall
thumb_tack,hanging_up_things
thumb_tack,hold_notice_to_corkboard
thumb_tack,holding_posters_in_walls
thumb_tack,making_small_holes_in_drywall
thumb_tack,pin_picture_to_wall
thumb_tack,pinning_to_bulletin_board
thumb_tack,placing_on_seats
thumb_tack,post_notice
thumb_tack,posting_note
thumb_tack,put_up_poster
thumb_tack,putting_poster_up
thumb_tack,secure_employee_bulitins_at_work
thumb_tack,secure_object_to_surface
thumb_tacks,affix_paper_objects_to_surface
thumbnail,scratch_lottery_ticket
thumbtacks,pin_notices_to_bulletin_boards
thunderbolt,strike
ticket,admission_to_movie_event
ticket,documentation
ticket,enter_sporting_event
ticket,enter_sports_event
ticket,enter_stadium
ticket,enter_theater
ticket,enterance
ticket,entrance_to_event
ticket,entry_to_venue
ticket,gain_admitance_to_fair
ticket,gaining_entrance_to_theatre
ticket,get_into_movie
ticket,getting_on_board_public_transport
ticket,given_by_police_officer
ticket,given_for_traffic_violation
ticket,going_places
ticket,inventory
ticket,parking_in_no_parking_zone
